Freq.	V(n003)
3.09029543251359e-001	(-1.86021913988929e-006dB,-4.26460346894979e-002°)
3.16227766016838e-001	(-1.94788854519474e-006dB,-4.36393881957584e-002°)
3.23593656929628e-001	(-2.03968968667366e-006dB,-4.46558798596520e-002°)
3.31131121482591e-001	(-2.13581727572102e-006dB,-4.56960486368240e-002°)
3.38844156139202e-001	(-2.23647521668277e-006dB,-4.67604460367182e-002°)
3.46736850452531e-001	(-2.34187701958971e-006dB,-4.78496364149849e-002°)
3.54813389233575e-001	(-2.45224625435749e-006dB,-4.89641972727012e-002°)
3.63078054770101e-001	(-2.56781703005941e-006dB,-5.01047195625595e-002°)
3.71535229097172e-001	(-2.68883448191395e-006dB,-5.12718080021880e-002°)
3.80189396320561e-001	(-2.81555530166731e-006dB,-5.24660813947684e-002°)
3.89045144994280e-001	(-2.94824829208436e-006dB,-5.36881729571212e-002°)
3.98107170553497e-001	(-3.08719490697485e-006dB,-5.49387306554331e-002°)
4.07380277804112e-001	(-3.23268987125920e-006dB,-5.62184175488025e-002°)
4.16869383470335e-001	(-3.38504179331991e-006dB,-5.75279121407880e-002°)
4.26579518801592e-001	(-3.54457383810592e-006dB,-5.88679087391432e-002°)
4.36515832240165e-001	(-3.71162438577248e-006dB,-6.02391178239310e-002°)
4.46683592150962e-001	(-3.88654778193250e-006dB,-6.16422664242106e-002°)
4.57088189614874e-001	(-4.06971505126390e-006dB,-6.30780985034990e-002°)
4.67735141287197e-001	(-4.26151472201510e-006dB,-6.45473753542082e-002°)
4.78630092322638e-001	(-4.46235362543854e-006dB,-6.60508760012701e-002°)
4.89778819368445e-001	(-4.67265776562069e-006dB,-6.75893976151618e-002°)
5.01187233627271e-001	(-4.89287322113550e-006dB,-6.91637559345494e-002°)
5.12861383991364e-001	(-5.12346710166519e-006dB,-7.07747856987754e-002°)
5.24807460249772e-001	(-5.36492852294411e-006dB,-7.24233410904193e-002°)
5.37031796370252e-001	(-5.61776965884953e-006dB,-7.41102961881633e-002°)
5.49540873857624e-001	(-5.88252681567297e-006dB,-7.58365454302072e-002°)
5.62341325190348e-001	(-6.15976157389546e-006dB,-7.76030040884735e-002°)
5.75439937337156e-001	(-6.45006198685917e-006dB,-7.94106087538577e-002°)
5.88843655355588e-001	(-6.75404381704908e-006dB,-8.12603178327788e-002°)
6.02559586074357e-001	(-7.07235185048655e-006dB,-8.31531120552935e-002°)
6.16595001861481e-001	(-7.40566125066167e-006dB,-8.50899949950441e-002°)
6.30957344480192e-001	(-7.75467901468602e-006dB,-8.70719936013141e-002°)
6.45654229034654e-001	(-8.12014544873372e-006dB,-8.91001587434742e-002°)
6.60693448007595e-001	(-8.50283575341772e-006dB,-9.11755657681083e-002°)
6.76082975391981e-001	(-8.90356166895653e-006dB,-9.32993150691116e-002°)
6.91830970918935e-001	(-9.32317316855963e-006dB,-9.54725326710656e-002°)
7.07945784384137e-001	(-9.76256030900084e-006dB,-9.76963708261979e-002°)
7.24435960074989e-001	(-1.02226550860161e-005dB,-9.99720086252423e-002°)
7.41310241300916e-001	(-1.07044334063878e-005dB,-1.02300652622524e-001°)
7.58577575029182e-001	(-1.12089171902170e-005dB,-1.04683537475602e-001°)
7.76247116628690e-001	(-1.17371764973072e-005dB,-1.07121926599800e-001°)
7.94328234724280e-001	(-1.22903318348458e-005dB,-1.09617112837984e-001°)
8.12830516164098e-001	(-1.28695565094492e-005dB,-1.12170419145937e-001°)
8.31763771102669e-001	(-1.34760791200044e-005dB,-1.14783199293682e-001°)
8.51138038202375e-001	(-1.41111861749139e-005dB,-1.17456838583144e-001°)
8.70963589956079e-001	(-1.47762248077086e-005dB,-1.20192754582520e-001°)
8.91250938133744e-001	(-1.54726056402085e-005dB,-1.22992397877743e-001°)
9.12010839355908e-001	(-1.62018057806964e-005dB,-1.25857252841447e-001°)
9.33254300796989e-001	(-1.69653719349259e-005dB,-1.28788838419829e-001°)
9.54992586021434e-001	(-1.77649237177175e-005dB,-1.31788708937838e-001°)
9.77237220955809e-001	(-1.86021570600329e-005dB,-1.34858454923102e-001°)
9.99999999999998e-001	(-1.94788478320680e-005dB,-1.37999703949042e-001°)
1.02329299228075e+000	(-2.03968555849703e-005dB,-1.41214121497608e-001°)
1.04712854805090e+000	(-2.13581275095414e-005dB,-1.44503411842104e-001°)
1.07151930523760e+000	(-2.23647025694962e-005dB,-1.47869318950561e-001°)
1.09647819614318e+000	(-2.34187158083163e-005dB,-1.51313627410137e-001°)
1.12201845430196e+000	(-2.45224029010577e-005dB,-1.54838163373037e-001°)
1.14815362149688e+000	(-2.56781048758986e-005dB,-1.58444795524449e-001°)
1.17489755493953e+000	(-2.68882730893243e-005dB,-1.62135436073012e-001°)
1.20226443461741e+000	(-2.81554744298785e-005dB,-1.65912041764327e-001°)
1.23026877081238e+000	(-2.94823967475913e-005dB,-1.69776614918073e-001°)
1.25892541179416e+000	(-3.08718545756231e-005dB,-1.73731204489242e-001°)
1.28824955169313e+000	(-3.23267950737320e-005dB,-1.77777907154083e-001°)
1.31825673855640e+000	(-3.38503043073581e-005dB,-1.81918868421311e-001°)
1.34896288259165e+000	(-3.54456137697511e-005dB,-1.86156283769175e-001°)
1.38038426460288e+000	(-3.71161072503294e-005dB,-1.90492399808986e-001°)
1.41253754462275e+000	(-3.88653280049126e-005dB,-1.94929515475714e-001°)
1.44543977074592e+000	(-4.06969862702645e-005dB,-1.99469983246290e-001°)
1.47910838816820e+000	(-4.26149671383778e-005dB,-2.04116210386247e-001°)
1.51356124843620e+000	(-4.46233387914714e-005dB,-2.08870660225366e-001°)
1.54881661891248e+000	(-4.67263611285616e-005dB,-2.13735853462997e-001°)
1.58489319246111e+000	(-4.89284948154385e-005dB,-2.18714369503742e-001°)
1.62181009735892e+000	(-5.12344107185138e-005dB,-2.23808847824202e-001°)
1.65958690743756e+000	(-5.36489998334459e-005dB,-2.29021989371520e-001°)
1.69824365246174e+000	(-5.61773836516539e-005dB,-2.34356557994439e-001°)
1.73780082874937e+000	(-5.88249250158380e-005dB,-2.39815381907647e-001°)
1.77827941003892e+000	(-6.15972395088747e-005dB,-2.45401355190166e-001°)
1.81970085860998e+000	(-6.45002073413793e-005dB,-2.51117439318581e-001°)
1.86208713666286e+000	(-6.75399858430608e-005dB,-2.56966664735920e-001°)
1.90546071796324e+000	(-7.07230225077332e-005dB,-2.62952132456994e-001°)
1.94984459975804e+000	(-7.40560686797518e-005dB,-2.69077015711068e-001°)
1.99526231496887e+000	(-7.75461938529568e-005dB,-2.75344561622695e-001°)
2.04173794466952e+000	(-8.12008006776113e-005dB,-2.81758092931625e-001°)
2.08929613085403e+000	(-8.50276406676325e-005dB,-2.88321009752674e-001°)
2.13796208950223e+000	(-8.90348306091012e-005dB,-2.95036791376482e-001°)
2.18776162394955e+000	(-9.32308698002540e-005dB,-3.01908998112111e-001°)
2.23872113856833e+000	(-9.76246580689776e-005dB,-3.08941273172443e-001°)
2.29086765276777e+000	(-1.02225514640155e-004dB,-3.16137344603364e-001°)
2.34422881531991e+000	(-1.07043197904000e-004dB,-3.23501027257757e-001°)
2.39883291901948e+000	(-1.12087926099870e-004dB,-3.31036224815324e-001°)
2.45470891568502e+000	(-1.17370399004322e-004dB,-3.38746931849304e-001°)
2.51188643150957e+000	(-1.22901820592564e-004dB,-3.46637235941162e-001°)
2.57039578276886e+000	(-1.28693922824766e-004dB,-3.54711319844361e-001°)
2.63026799189537e+000	(-1.34758990504218e-004dB,-3.62973463698342e-001°)
2.69153480392691e+000	(-1.41109887326967e-004dB,-3.71428047293866e-001°)
2.75422870333816e+000	(-1.47760083167340e-004dB,-3.80079552390910e-001°)
2.81838293126444e+000	(-1.54723682642802e-004dB,-3.88932565090313e-001°)
2.88403150312660e+000	(-1.62015454998717e-004dB,-3.97991778260419e-001°)
2.95120922666637e+000	(-1.69650865442298e-004dB,-4.07261994019967e-001°)
3.01995172040200e+000	(-1.77646107918105e-004dB,-4.16748126278533e-001°)
3.09029543251358e+000	(-1.86018139474640e-004dB,-4.26455203335830e-001°)
3.16227766016837e+000	(-1.94784716162346e-004dB,-4.36388370541231e-001°)
3.23593656929627e+000	(-2.03964430733114e-004dB,-4.46552893014872e-001°)
3.31131121482590e+000	(-2.13576752022798e-004dB,-4.56954158431770e-001°)
3.38844156139201e+000	(-2.23642066237680e-004dB,-4.67597679870375e-001°)
3.46736850452530e+000	(-2.34181720169127e-004dB,-4.78489098727036e-001°)
3.54813389233574e+000	(-2.45218066453261e-004dB,-4.89634187697894e-001°)
3.63078054770100e+000	(-2.56774510950061e-004dB,-5.01038853829716e-001°)
3.71535229097171e+000	(-2.68875562352944e-004dB,-5.12709141641268e-001°)
3.80189396320560e+000	(-2.81546884153426e-004dB,-5.24651236316808e-001°)
3.89045144994279e+000	(-2.94815349035321e-004dB,-5.36871466973352e-001°)
3.98107170553496e+000	(-3.08709095825013e-004dB,-5.49376310003383e-001°)
4.07380277804111e+000	(-3.23257589137892e-004dB,-5.62172392494711e-001°)
4.16869383470334e+000	(-3.38491681832109e-004dB,-5.75266495729233e-001°)
4.26579518801591e+000	(-3.54443680378917e-004dB,-5.88665558762374e-001°)
4.36515832240164e+000	(-3.71147413366900e-004dB,-6.02376682085036e-001°)
4.46683592150961e+000	(-3.88638303140432e-004dB,-6.16407131369905e-001°)
4.57088189614873e+000	(-4.06953440900641e-004dB,-6.30764341304023e-001°)
4.67735141287196e+000	(-4.26131665292442e-004dB,-6.45455919509562e-001°)
4.78630092322636e+000	(-4.46213644689285e-004dB,-6.60489650554765e-001°)
4.89778819368444e+000	(-4.67241963372868e-004dB,-6.75873500057094e-001°)
5.01187233627270e+000	(-4.89261211756879e-004dB,-6.91615618880628e-001°)
5.12861383991363e+000	(-5.12318080837627e-004dB,-7.07724347429815e-001°)
5.24807460249770e+000	(-5.36461461130698e-004dB,-7.24208220041729e-001°)
5.37031796370250e+000	(-5.61742546222620e-004dB,-7.41075969479008e-001°)
5.49540873857622e+000	(-5.88214941201606e-004dB,-7.58336531525709e-001°)
5.62341325190346e+000	(-6.15934776219967e-004dB,-7.75999049688352e-001°)
5.75439937337154e+000	(-6.44960825341525e-004dB,-7.94072880004469e-001°)
5.88843655355586e+000	(-6.75354631045397e-004dB,-8.12567595961016e-001°)
6.02559586074355e+000	(-7.07180634514615e-004dB,-8.31492993525066e-001°)
6.16595001861479e+000	(-7.40506312108181e-004dB,-8.50859096289218e-001°)
6.30957344480190e+000	(-7.75402318207919e-004dB,-8.70676160734234e-001°)
6.45654229034652e+000	(-8.11942634821628e-004dB,-8.90954681611436e-001°)
6.60693448007593e+000	(-8.50204728177596e-004dB,-9.11705397447462e-001°)
6.76082975391978e+000	(-8.90269712694203e-004dB,-9.32939296173996e-001°)
6.91830970918933e+000	(-9.32222522663195e-004dB,-9.54667620885187e-001°)
7.07945784384134e+000	(-9.76152091996031e-004dB,-9.76901875725439e-001°)
7.24435960074986e+000	(-1.02215154239543e-003dB,-9.99653831910380e-001°)
7.41310241300914e+000	(-1.07031838038973e-003dB,-1.02293553388382e+000°)
7.58577575029180e+000	(-1.12075470361097e-003dB,-1.04675930561353e+000°)
7.76247116628688e+000	(-1.17356741675204e-003dB,-1.07113775702883e+000°)
7.94328234724277e+000	(-1.22886845767784e-003dB,-1.09608379060280e+000°)
8.12830516164095e+000	(-1.28677503413517e-003dB,-1.12161060808232e+000°)
8.31763771102667e+000	(-1.34740987156309e-003dB,-1.14773171736871e+000°)
8.51138038202372e+000	(-1.41090147256194e-003dB,-1.17446093955232e+000°)
8.70963589956076e+000	(-1.47738438851704e-003dB,-1.20181241610401e+000°)
8.91250938133741e+000	(-1.54699950393610e-003dB,-1.22980061622674e+000°)
9.12010839355905e+000	(-1.61989433416131e-003dB,-1.25844034437054e+000°)
9.33254300796986e+000	(-1.69622333701339e-003dB,-1.28774674791394e+000°)
9.54992586021431e+000	(-1.77614823903662e-003dB,-1.31773532501535e+000°)
9.77237220955806e+000	(-1.85983837704712e-003dB,-1.34842193263743e+000°)
9.99999999999995e+000	(-1.94747105567027e-003dB,-1.37982279474811e+000°)
1.02329299228075e+001	(-2.03923192160882e-003dB,-1.41195451070130e+000°)
1.04712854805089e+001	(-2.13531535544027e-003dB,-1.44483406380098e+000°)
1.07151930523760e+001	(-2.23592488177099e-003dB,-1.47847883005179e+000°)
1.09647819614318e+001	(-2.34127359852736e-003dB,-1.51290658709987e+000°)
1.12201845430196e+001	(-2.45158462637298e-003dB,-1.54813552336713e+000°)
1.14815362149688e+001	(-2.56709157909948e-003dB,-1.58418424738256e+000°)
1.17489755493952e+001	(-2.68803905601063e-003dB,-1.62107179731402e+000°)
1.20226443461741e+001	(-2.81468315732691e-003dB,-1.65881765070391e+000°)
1.23026877081237e+001	(-2.94729202360561e-003dB,-1.69744173441237e+000°)
1.25892541179416e+001	(-3.08614640038778e-003dB,-1.73696443477115e+000°)
1.28824955169313e+001	(-3.23154022913168e-003dB,-1.77740660795195e+000°)
1.31825673855640e+001	(-3.38378126576835e-003dB,-1.81878959055236e+000°)
1.34896288259165e+001	(-3.54319172799280e-003dB,-1.86113521040295e+000°)
1.38038426460288e+001	(-3.71010897279672e-003dB,-1.90446579759872e+000°)
1.41253754462275e+001	(-3.88488620546542e-003dB,-1.94880419575835e+000°)
1.44543977074592e+001	(-4.06789322160205e-003dB,-1.99417377351432e+000°)
1.47910838816820e+001	(-4.25951718363482e-003dB,-2.04059843623723e+000°)
1.51356124843620e+001	(-4.46016343340873e-003dB,-2.08810263799722e+000°)
1.54881661891247e+001	(-4.67025634251582e-003dB,-2.13671139376561e+000°)
1.58489319246110e+001	(-4.89024020203928e-003dB,-2.18645029185956e+000°)
1.62181009735892e+001	(-5.12058015362737e-003dB,-2.23734550663253e+000°)
1.65958690743755e+001	(-5.36176316362106e-003dB,-2.28942381141312e+000°)
1.69824365246173e+001	(-5.61429904233884e-003dB,-2.34271259169478e+000°)
1.73780082874936e+001	(-5.87872151044603e-003dB,-2.39723985857859e+000°)
1.77827941003891e+001	(-6.15558931466050e-003dB,-2.45303426247126e+000°)
1.81970085860997e+001	(-6.44548739491252e-003dB,-2.51012510704019e+000°)
1.86208713666286e+001	(-6.74902810539014e-003dB,-2.56854236342714e+000°)
1.90546071796323e+001	(-7.06685249176680e-003dB,-2.62831668472195e+000°)
1.94984459975803e+001	(-7.39963162728529e-003dB,-2.68947942069727e+000°)
1.99526231496887e+001	(-7.74806801020758e-003dB,-2.75206263280511e+000°)
2.04173794466952e+001	(-8.11289702546252e-003dB,-2.81609910943549e+000°)
2.08929613085403e+001	(-8.49488847329055e-003dB,-2.88162238143728e+000°)
2.13796208950222e+001	(-8.89484816791812e-003dB,-2.94866673790066e+000°)
2.18776162394954e+001	(-9.31361960932582e-003dB,-3.01726724220041e+000°)
2.23872113856832e+001	(-9.75208573137645e-003dB,-3.08745974829852e+000°)
2.29086765276776e+001	(-1.02111707296463e-002dB,-3.15928091730424e+000°)
2.34422881531991e+001	(-1.06918419724457e-002dB,-3.23276823428890e+000°)
2.39883291901947e+001	(-1.11951119987243e-002dB,-3.30796002535243e+000°)
2.45470891568501e+001	(-1.17220406065997e-002dB,-3.38489547493757e+000°)
2.51188643150956e+001	(-1.22737370364487e-002dB,-3.46361464338707e+000°)
2.57039578276885e+001	(-1.28513622526798e-002dB,-3.54415848473847e+000°)
2.63026799189536e+001	(-1.34561313284110e-002dB,-3.62656886475009e+000°)
2.69153480392690e+001	(-1.40893159374740e-002dB,-3.71088857915069e+000°)
2.75422870333815e+001	(-1.47522469583123e-002dB,-3.79716137210470e+000°)
2.81838293126443e+001	(-1.54463171945308e-002dB,-3.88543195488324e+000°)
2.88403150312659e+001	(-1.61729842170245e-002dB,-3.97574602473050e+000°)
2.95120922666636e+001	(-1.69337733327496e-002dB,-4.06815028391322e+000°)
3.01995172040199e+001	(-1.77302806854630e-002dB,-4.16269245894011e+000°)
3.09029543251357e+001	(-1.85641764938730e-002dB,-4.25942131993616e+000°)
3.16227766016836e+001	(-1.94372084328403e-002dB,-4.35838670015549e+000°)
3.23593656929626e+001	(-2.03512051635101e-002dB,-4.45963951561444e+000°)
3.31131121482589e+001	(-2.13080800183432e-002dB,-4.56323178482490e+000°)
3.38844156139200e+001	(-2.23098348473337e-002dB,-4.66921664860586e+000°)
3.46736850452529e+001	(-2.33585640318126e-002dB,-4.77764838994902e+000°)
3.54813389233573e+001	(-2.44564586724053e-002dB,-4.88858245391210e+000°)
3.63078054770099e+001	(-2.56058109580037e-002dB,-5.00207546751101e+000°)
3.71535229097170e+001	(-2.68090187227221e-002dB,-5.11818525957949e+000°)
3.80189396320558e+001	(-2.80685901979985e-002dB,-5.23697088056207e+000°)
3.89045144994278e+001	(-2.93871489672264e-002dB,-5.35849262220331e+000°)
3.98107170553494e+001	(-3.07674391304870e-002dB,-5.48281203709303e+000°)
4.07380277804110e+001	(-3.22123306869829e-002dB,-5.60999195802408e+000°)
4.16869383470332e+001	(-3.37248251432356e-002dB,-5.74009651711546e+000°)
4.26579518801589e+001	(-3.53080613548689e-002dB,-5.87319116465002e+000°)
4.36515832240163e+001	(-3.69653216103411e-002dB,-6.00934268757180e+000°)
4.46683592150960e+001	(-3.87000379647611e-002dB,-6.14861922758394e+000°)
4.57088189614871e+001	(-4.05157988323343e-002dB,-6.29109029878359e+000°)
4.67735141287194e+001	(-4.24163558458270e-002dB,-6.43682680476532e+000°)
4.78630092322634e+001	(-4.44056309917040e-002dB,-6.58590105511969e+000°)
4.89778819368442e+001	(-4.64877240294970e-002dB,-6.73838678124817e+000°)
5.01187233627268e+001	(-4.86669202040735e-002dB,-6.89435915140997e+000°)
5.12861383991361e+001	(-5.09476982593853e-002dB,-7.05389478491052e+000°)
5.24807460249768e+001	(-5.33347387622606e-002dB,-7.21707176533477e+000°)
5.37031796370248e+001	(-5.58329327447324e-002dB,-7.38396965272238e+000°)
5.49540873857620e+001	(-5.84473906731722e-002dB,-7.55466949457440e+000°)
5.62341325190344e+001	(-6.11834517524129e-002dB,-7.72925383557407e+000°)
5.75439937337152e+001	(-6.40466935727213e-002dB,-7.90780672589686e+000°)
5.88843655355584e+001	(-6.70429421071301e-002dB,-8.09041372797646e+000°)
6.02559586074353e+001	(-7.01782820664488e-002dB,-8.27716192158567e+000°)
6.16595001861477e+001	(-7.34590676185343e-002dB,-8.46813990708185e+000°)
6.30957344480188e+001	(-7.68919334781083e-002dB,-8.66343780665818e+000°)
6.45654229034650e+001	(-8.04838063726311e-002dB,-8.86314726343197e+000°)
6.60693448007590e+001	(-8.42419168890475e-002dB,-9.06736143819217e+000°)
6.76082975391976e+001	(-8.81738117054013e-002dB,-9.27617500361760e+000°)
6.91830970918930e+001	(-9.22873662102502e-002dB,-9.48968413576746e+000°)
7.07945784384132e+001	(-9.65907975118871e-002dB,-9.70798650263495e+000°)
7.24435960074984e+001	(-1.01092677837961e-001dB,-9.93118124954385e+000°)
7.41310241300911e+001	(-1.05801948324824e-001dB,-1.01593689811568e+001°)
7.58577575029177e+001	(-1.10727933194264e-001dB,-1.03926517398529e+001°)
7.76247116628685e+001	(-1.15880354313738e-001dB,-1.06311329802207e+001°)
7.94328234724274e+001	(-1.21269346134064e-001dB,-1.08749175394009e+001°)
8.12830516164092e+001	(-1.26905470996620e-001dB,-1.11241116030019e+001°)
8.31763771102664e+001	(-1.32799734799631e-001dB,-1.13788226663001e+001°)
8.51138038202369e+001	(-1.38963603010618e-001dB,-1.16391594904251e+001°)
8.70963589956073e+001	(-1.45409017009248e-001dB,-1.19052320532185e+001°)
8.91250938133737e+001	(-1.52148410741839e-001dB,-1.21771514944461e+001°)
9.12010839355901e+001	(-1.59194727665278e-001dB,-1.24550300550311e+001°)
9.33254300796982e+001	(-1.66561437954712e-001dB,-1.27389810099681e+001°)
9.54992586021427e+001	(-1.74262555945229e-001dB,-1.30291185945671e+001°)
9.77237220955802e+001	(-1.82312657773801e-001dB,-1.33255579236721e+001°)
9.99999999999991e+001	(-1.90726899182935e-001dB,-1.36284149034885e+001°)
1.02329299228074e+002	(-1.99521033442904e-001dB,-1.39378061356529e+001°)
1.04712854805089e+002	(-2.08711429343988e-001dB,-1.42538488131702e+001°)
1.07151930523760e+002	(-2.18315089204891e-001dB,-1.45766606078476e+001°)
1.09647819614317e+002	(-2.28349666837402e-001dB,-1.49063595488499e+001°)
1.12201845430195e+002	(-2.38833485401323e-001dB,-1.52430638920085e+001°)
1.14815362149687e+002	(-2.49785555077110e-001dB,-1.55868919795187e+001°)
1.17489755493952e+002	(-2.61225590476828e-001dB,-1.59379620896727e+001°)
1.20226443461740e+002	(-2.73174027706878e-001dB,-1.62963922762851e+001°)
1.23026877081237e+002	(-2.85652040988428e-001dB,-1.66623001974874e+001°)
1.25892541179416e+002	(-2.98681558733978e-001dB,-1.70358029335861e+001°)
1.28824955169312e+002	(-3.12285278970273e-001dB,-1.74170167937077e+001°)
1.31825673855639e+002	(-3.26486683989950e-001dB,-1.78060571109829e+001°)
1.34896288259164e+002	(-3.41310054105818e-001dB,-1.82030380260582e+001°)
1.38038426460287e+002	(-3.56780480373573e-001dB,-1.86080722587689e+001°)
1.41253754462274e+002	(-3.72923876140155e-001dB,-1.90212708678517e+001°)
1.44543977074591e+002	(-3.89766987267015e-001dB,-1.94427429986364e+001°)
1.47910838816819e+002	(-4.07337400869196e-001dB,-1.98725956187139e+001°)
1.51356124843619e+002	(-4.25663552403537e-001dB,-2.03109332416531e+001°)
1.54881661891247e+002	(-4.44774730931780e-001dB,-2.07578576389143e+001°)
1.58489319246110e+002	(-4.64701082377538e-001dB,-2.12134675401971e+001°)
1.62181009735891e+002	(-4.85473610589791e-001dB,-2.16778583225530e+001°)
1.65958690743754e+002	(-5.07124176020295e-001dB,-2.21511216886982e+001°)
1.69824365246173e+002	(-5.29685491817772e-001dB,-2.26333453350754e+001°)
1.73780082874936e+002	(-5.53191117138587e-001dB,-2.31246126103334e+001°)
1.77827941003890e+002	(-5.77675447471716e-001dB,-2.36250021650210e+001°)
1.81970085860996e+002	(-6.03173701775573e-001dB,-2.41345875934326e+001°)
1.86208713666285e+002	(-6.29721906225676e-001dB,-2.46534370686835e+001°)
1.90546071796323e+002	(-6.57356874375587e-001dB,-2.51816129722464e+001°)
1.94984459975802e+002	(-6.86116183539311e-001dB,-2.57191715193361e+001°)
1.99526231496886e+002	(-7.16038147211286e-001dB,-2.62661623816923e+001°)
2.04173794466951e+002	(-7.47161783350926e-001dB,-2.68226283094730e+001°)
2.08929613085402e+002	(-7.79526778372040e-001dB,-2.73886047541391e+001°)
2.13796208950221e+002	(-8.13173446694019e-001dB,-2.79641194943766e+001°)
2.18776162394953e+002	(-8.48142685731400e-001dB,-2.85491922672657e+001°)
2.23872113856832e+002	(-8.84475926221115e-001dB,-2.91438344070664e+001°)
2.29086765276775e+002	(-9.22215077813258e-001dB,-2.97480484941415e+001°)
2.34422881531990e+002	(-9.61402469880780e-001dB,-3.03618280166813e+001°)
2.39883291901946e+002	(-1.00208078753668e+000dB,-3.09851570480216e+001°)
2.45470891568500e+002	(-1.04429300288379e+000dB,-3.16180099424612e+001°)
2.51188643150955e+002	(-1.08808230156200e+000dB,-3.22603510525787e+001°)
2.57039578276884e+002	(-1.13349200470066e+000dB,-3.29121344711194e+001°)
2.63026799189535e+002	(-1.18056548642944e+000dB,-3.35733038005677e+001°)
2.69153480392689e+002	(-1.22934608714935e+000dB,-3.42437919535374e+001°)
2.75422870333814e+002	(-1.27987702281547e+000dB,-3.49235209870963e+001°)
2.81838293126442e+002	(-1.33220129053512e+000dB,-3.56124019740866e+001°)
2.88403150312657e+002	(-1.38636157083792e+000dB,-3.63103349144166e+001°)
2.95120922666635e+002	(-1.44240012702720e+000dB,-3.70172086891676e+001°)
3.01995172040198e+002	(-1.50035870207526e+000dB,-3.77329010601860e+001°)
